ID,Is_Lead
NU97EUM7,0.32359177
UQPIYJRC,0.11196603
YZ5PXXYE,0.31737372
MWNCZK5W,0.23741035
DVHCBNED,0.050285384
C4XMKA8K,0.5283325
N92XVUXN,0.1784037
VOHURR9I,0.5815366
PYCXXKBA,0.049480677
EPNCTX56,0.030254055
4NNUPX7U,0.11157659
XHEXXJYA,0.48110703
DXE8JNFT,0.43479857
RRB9GYAR,0.57907254
DKPAXEV9,0.0612998
2GW9FRAS,0.58412266
DXTGTKUF,0.028893383
M3NCBYQF,0.0698007
BVQGDJG3,0.04405407
MEMBT3QA,0.32150483
ZN5RIMZU,0.40737146
XHG2LXFO,0.027778067
JDBDW7LK,0.67662954
4CZYF5BG,0.5322838
JOGZVC4Z,0.2029613
FUZ3XEVS,0.3918163
XH2GIXUF,0.07777184
6JHEAWPA,0.16010115
BOUBCEBP,0.13869767
RPGVM3EU,0.041501414
IFYJQUQW,0.3832814
ZUSPUUPX,0.6954371
RLVNQAAB,0.31740013
HGBCV2ZW,0.14596008
8X8RVMRB,0.03142336
4WBH6GJ4,0.035691842
4AZJBHMW,0.254178
FHIJWIEE,0.06887282
7CBXMKFZ,0.36601433
CSHNNZZV,0.20622675
3KGR38TX,0.330189
FRPWGAJ7,0.34150133
EJMEZEEC,0.5619557
NQGBGAO3,0.43925208
AQAJTZS9,0.2369974
LSMWLPAN,0.030124493
SNBCGAAA,0.27879974
K7Z6UXAF,0.29137737
7YACX76Q,0.19807224
QMP4AZNI,0.080225125
3Z94K7EU,0.33687198
B5EDDEMD,0.096312635
MIBZE6YV,0.054153077
4G64UF8M,0.5025092
KG95IQU7,0.496655
CTDWFZKL,0.10035276
PVHJV7YI,0.05954587
RQKJT8GN,0.07746603
ND68BFFF,0.3307
CTFT8HPJ,0.07195216
PNDEHUNK,0.013628179
IV5ZZ35M,0.061367046
CCDQZDRC,0.09168369
FMUIDYER,0.067827016
HSVX5JY5,0.06428214
T4FVUTBZ,0.17532232
B82HB2QR,0.07063119
NIH8Q2MS,0.2430532
LYDKNNAP,0.2030462
8J3WUTBY,0.15045835
LKJWCM9A,0.4227973
EVQUMKWJ,0.2989868
2KUDHAQH,0.5559978
RXV6BWVR,0.42292097
MLPYJ8EG,0.05425332
JKDKCZGA,0.06819976
BLNAAVXZ,0.062212683
KWXVYJMY,0.07669343
TQGUPWW3,0.22284274
UE7ADDKV,0.4918604
DXULIVUA,0.20343898
ME67CDH3,0.20361672
PKQQG3CR,0.16382115
NJI6MWOX,0.037906718
ZNPJUQQE,0.25543648
ZPC6BKEW,0.07660479
MCJEECD2,0.06732067
9VZVQJI2,0.022467753
G2KX7GVK,0.062222112
DPTP5CY6,0.06373067
8GZKEXHS,0.11722057
XOPA4E9T,0.36719596
MMPMG6DA,0.20706624
WLK5FQCC,0.05163727
ENWMBCBC,0.54132366
BSESV4WZ,0.2482825
RFQZUQ5S,0.19002278
OWY5Z2EA,0.05509554
WHCAJ7CP,0.021077313
DIPLHKOE,0.43800992
CWKP3RZY,0.044622615
LQZY3U7R,0.07921313
TQC8BPD5,0.0745401
EWSAWZQG,0.49842983
4I8HVFW4,0.09229685
GXCLX3CT,0.266815
HTCN2H9Y,0.47679785
CRYQWPJ5,0.079112135
USXMR5JQ,0.38275093
G2SHBXYT,0.48374933
9BTUS4KA,0.08778154
8WXBZVG7,0.35421318
FCHU8MJS,0.38188875
BSQE9AJU,0.62054306
GKYA63W4,0.23628095
N6NBK6YH,0.24781758
YPWQCGT3,0.44170132
VFTMYFHV,0.443463
DYJ2ZEOY,0.056759156
ZNCD6RZX,0.071082704
EHPU9AIY,0.04893447
KIVZGGIJ,0.048290346
ZBPRC9RG,0.1410962
5CQQZZNC,0.17957512
QWZN9TTE,0.7532085
LZEJSUMC,0.056966167
FEVFBS59,0.106468566
VNQOB59E,0.4510373
2I9AWMMB,0.5339833
S8XSVMPJ,0.31538424
YJYDB9ZS,0.43044242
VB5RZTD2,0.0361706
8GY8ZFBB,0.21110648
KTYEXN6H,0.12622607
Y4QUF8PJ,0.09679221
XNLKDBHV,0.36711723
MFQY6ROR,0.6506112
JQ3B34OU,0.08621254
RZQP7QBD,0.40377927
6DZK3QQD,0.06972958
FDWWHUKA,0.032995243
ILMOM9HC,0.25332996
5TEXHFHL,0.063574016
XSBQXS2R,0.07425846
KWV8UACP,0.28279412
AFHQQAHB,0.06999327
AP6CCZ2N,0.041681502
NVTMR7IN,0.07799689
NHDXRHHW,0.054860014
IJZTJGEM,0.5182538
DXZ9KMSC,0.08510526
RRHVAQKL,0.40982732
PHX5GS3H,0.1434801
EDKHG5QV,0.053067837
43JFRWPQ,0.13717295
QCPN9V9S,0.06806493
25MCDVSB,0.07034126
6GID747Z,0.52513576
GMVGECUS,0.3532909
XTQCC5PQ,0.062775135
FRWMMZI2,0.27461705
FX4HOUIP,0.09484852
CGR6KVZA,0.46647832
AI9CVXAY,0.9414568
HBZLWDP6,0.2133029
LCWNGUTS,0.3379887
EVXGECP5,0.2381278
R2EKISSY,0.033480104
ATTXONOE,0.034643844
C2Y5RRZV,0.21719031
E6JXKREZ,0.29589692
ABRWVSJ9,0.07286705
5JBEWIBW,0.18580702
EMOHLEYF,0.51667047
9DCRFCMH,0.021462193
9ZYVZHFU,0.1648941
YOBUVQD5,0.0919974
KIVAWPQM,0.28703028
BDTDI2CW,0.5480093
AAJGTXWT,0.09204335
YWPQLD5T,0.14642942
2WTV6HWJ,0.078709155
3JBDQLGQ,0.06728077
3RENHQRM,0.45500633
WSYVX8G3,0.10061322
3IASW5M3,0.16718471
O42UESWS,0.040346205
NGSTRPON,0.056614265
CGYJHVTN,0.11635257
SVGAWNZZ,0.32468468
WQCQHKYC,0.51888496
QKKZRW8E,0.14208436
RDLGYVQB,0.10201988
LUM9ZGND,0.04399495
J5YEKSRE,0.1962348
5QEGRUG9,0.011940142
G7ARHCG9,0.3606967
RFUWLYGT,0.040019587
5GX89L3G,0.32944253
E3O35OFG,0.17894813
KG2PGABU,0.516957
EOTY4QNS,0.08808515
6VIITYWJ,0.08110743
BFT2SPX4,0.052840553
465TLKKZ,0.13796584
6Y5GQPFO,0.09781477
3KBAQVTS,0.08129737
AHNFAJKF,0.32913366
RST4NFKH,0.48245195
8OZDV5JE,0.07325332
DSJ2GSM8,0.9651594
FYHITM5N,0.30690697
N726CLZI,0.3674808
KMQGAI7F,0.055371854
PGCRAGLG,0.19472529
PB2WFJNH,0.6538295
KRZXMDK4,0.22879806
CPWLW6HO,0.0990306
4FBDBKEP,0.029731482
CBBQBNJB,0.09474224
HA3Z2P3X,0.44682977
TVHDVYXF,0.17504291
FG8Y2N5S,0.9943679
7CGFPSMC,0.053360682
7DXFJWAJ,0.4737146
Y6AG59NG,0.27463895
DWPXXBJH,0.066046
FYJVGBUF,0.32366532
JOVCJE93,0.094093226
EWIOPR7Y,0.42889816
AQXM9QIK,0.04701027
J2S5DVES,0.02795801
HJKHEI3P,0.0809806
6IJLBPXY,0.07756684
BYJAYN7T,0.08916323
ZKRMCWXL,0.38464826
N4FNZG7V,0.29132694
T6MUUDYT,0.09241565
DR4BUFTZ,0.4399466
VXJQKTYS,0.54996264
GEXTVJPA,0.08215868
5SXK5QYZ,0.60895133
BFUPIBNX,0.2075698
GWNMFB8F,0.44149035
BFBQGY8W,0.04577671
XTGJPGXT,0.06288963
FVFYZDAV,0.07103335
6B84BYCQ,0.63283783
DYDEJPIP,0.04585627
OLF6XQNA,0.48557493
8NMSSI6W,0.53720707
CNCPQG4P,0.17052363
DEYRRKPZ,0.19766863
HJWAU6MX,0.14880249
PMS4XJWY,0.028803555
PDVWHHRD,0.069822855
XQVEBJCW,0.068719484
8NZRYFI6,0.48605266
CUPB4IZS,0.22382024
M4PL8QN2,0.05869294
QVVUSXZP,0.021503089
HBF4BC9P,0.44568074
LCXUTSUA,0.07983897
U2ERBN2R,0.08923908
KQPK9EXP,0.09238402
ECJJLVPB,0.19754997
GGPHH5SB,0.42541397
JBTBGBXW,0.4019187
FGJF736Y,0.20939504
ZCU5UUZX,0.25293168
YGNOYBAZ,0.4620057
DDDYQWNJ,0.061699726
FYWUMRKH,0.07060289
HAQ922NL,0.12528183
HY4YFCP6,0.2421672
8NJTWZC8,0.0680808
58BOVNYF,0.08310986
AYH5PWSZ,0.06486697
6BPEBMUC,0.37175807
YQHTXPYV,0.05155509
JS9YWJST,0.42819136
7TCQNZ3C,0.39809808
JCV7A4GL,0.8217477
NKNQVKG6,0.022881048
MGIPJVMR,0.16592379
GY2K76QV,0.026360627
5QFOIYB9,0.21583436
FHFGMZEU,0.23473021
XMT9PG9O,0.06155578
GS3FPCN4,0.42410797
53RIEWCH,0.14088449
4W7VY3SD,0.044699874
SPGBTXFK,0.18428233
AZHKXCGZ,0.28440166
WEMAZWTO,0.09804354
DNMNX6PB,0.30702108
MFMEM345,0.4455183
ZKXNB8MV,0.15275697
2CUFFE4I,0.040885974
HGBPDNBL,0.19979277
4DY72S5P,0.080898814
FQBCMM6Q,0.25947723
K4VPLUVA,0.12564331
NHQCKEEU,0.05576919
5DGM8BFG,0.07907764
GN5PRNWI,0.48254564
MAPPLNJS,0.96312976
JVMRHIQN,0.14210244
GIYUSNXD,0.051213127
LCFEFEHH,0.16372909
GJOJMQHF,0.31283063
6QLKF4XN,0.211097
GHDPSKDL,0.40095925
QQDEVRV2,0.16407292
TU2XBCMK,0.11652884
ANDYVYZY,0.098921075
HVTEXXZE,0.02342423
KE8VMAXB,0.063011505
TSONFDXY,0.0683983
K469AGV6,0.13963138
DTNYTMQA,0.34849083
MFWXPSW7,0.11612487
T2LMZ5IJ,0.051904835
HNWCJJSC,0.3837512
NHAPYHPG,0.2540581
DIZBRGBW,0.08780186
QIVBKNXK,0.11826366
GDOM4EZ5,0.47669393
DJRJJ6PD,0.33643088
BQRFXTRX,0.5085156
GGUYWC3Q,0.12812647
OM499YNE,0.35218626
CKPRWOBD,0.11900968
6W76GMHA,0.3031417
BCUBWDCB,0.5116049
QAYS3IHW,0.1597049
6BPIFFCH,0.18973155
FZ7TXGOF,0.031194072
A65ZRXWQ,0.24310169
H4DBPUIC,0.090560265
CBYJVQPG,0.20806836
KVNG9ZHW,0.071067214
HLWWTKY6,0.55497456
LWTQZZZC,0.26272056
ZPTPZRKI,0.019106437
ACVKZUTJ,0.43428835
JRCFHZ3T,0.025160111
CTJNBKBB,0.38699302
CY6EE2YO,0.60026634
NKXAUKUH,0.21015766
3BTMJPZ2,0.20767815
HYLI4AKJ,0.35034233
AKEW6MDA,0.059688877
J3UZSJXV,0.02614093
6DHBHNWY,0.16606823
ABN9JMZJ,0.2992445
IC3J9OAV,0.14989614
QAVJAXA7,0.05308506
MAWDWFEQ,0.5078234
FDCQRVUH,0.811279
HP3FUAFA,0.5997353
CMT3XCMN,0.09489199
V9SGVYTG,0.058685143
HANYCRBU,0.259544
NRDHREBK,0.3416505
K6KXRHTZ,0.11503685
CLKRZSSP,0.03166816
GB2YKLJR,0.45321974
MVLDSWVL,0.06933338
7HPIXYRF,0.31695962
ZB9K6PWT,0.04909803
4Y8QP9MT,0.5067709
XDMC4DZB,0.39524555
E3TJB3YO,0.26521787
RBKTGBT8,0.21132396
RKRRFYWK,0.058749784
ODVTEGUE,0.3174822
K3DHAGHO,0.20500976
VWE3AY5S,0.080289625
FSMCVOC6,0.55636215
KKP8PUYA,0.101135716
BGYA8WXV,0.30582318
CGOD5TYP,0.28594738
9PQEPNMQ,0.5075401
7QFSLXH4,0.25901434
9KUFZUT7,0.6947799
E52DEHUD,0.0591428
EYWB9VCT,0.055351317
IF2NQGZX,0.047432918
MQ8WID57,0.270894
DMFQJO2J,0.35593218
F6ATOWUO,0.17998648
HY2KTLVR,0.40783015
3KKNYNO7,0.34997183
94HMUUPV,0.34907556
B3LNGMTZ,0.1289419
JVSXF2PM,0.07765658
JVWEBNNJ,0.2792244
7FHKPRQT,0.49032846
KQSC5PAH,0.7001471
L2I5H3UB,0.19246483
R6UMMNY5,0.3016038
A6X3JZV6,0.034743898
GJHIHXSN,0.4280024
YVP8GWXN,0.1856201
MRBUMYGC,0.47747907
6FRJIESG,0.31537542
ZHOFNGQ4,0.065359905
FTWG88TA,0.06381764
K5SP53DK,0.20710015
HUQZ9LFA,0.094807304
7XHUXT5T,0.111798786
9WTAJFM9,0.15144154
MZWM5ZM7,0.2903143
7DAX9PPF,0.45196214
KYCYLKUU,0.09904692
VYCX9Z3Q,0.38932875
9BN7HUMT,0.47825173
N466EKSR,0.07119964
MQ3GV48D,0.06691206
3RR6RNFN,0.5081441
5NT2XDW6,0.22593509
JX8DBO3Q,0.07803302
PB2P53OR,0.4026556
J2DLQG4Z,0.020318713
XYBMIQEL,0.16659558
XHJOYVFT,0.322725
WVVSTNV8,0.08167516
AF5VFQVK,0.010990803
PVXKWD7O,0.2340621
W6ICE8GZ,0.36235437
AKMLMDET,0.39674056
SQUBDRTJ,0.16880073
YFESMI6F,0.016979054
97SVMZSA,0.40713322
CJKZA7XC,0.03262686
BCJGARWU,0.06539127
CBCULFQN,0.1607903
ZMQKRCQJ,0.14611307
HF4TNEOG,0.43769684
GBM3KXQJ,0.08789324
AK8KM6U6,0.37112454
DEUD2WE7,0.5335637
DWJYRHCD,0.34498075
UDCQWAUU,0.10630437
WJRWTAMC,0.2890281
WUAXPWPQ,0.05191831
4THYXUVG,0.082127936
QNNY3LLF,0.10071418
QERLB885,0.056124125
GFARSTUX,0.12529708
SCG8TR6Q,0.98974437
NDJYDO2W,0.2571189
VLHZDPSH,0.12218486
JWJR5ZQO,0.047516547
NRPG5HAX,0.5821083
A5TYBV3G,0.15439175
M8XAQJQT,0.5282075
H5KPVUPS,0.33576813
AKCOAMW9,0.44134855
BCE89PE6,0.43821475
NPHTJ4NJ,0.48018196
WCPOMZ6C,0.3963076
DTDFPCE2,0.07211325
FJDADYZ3,0.1650974
MNQLXWPN,0.9799793
KGCPPRAC,0.513881
NVRPPEZ4,0.03542324
APAOQURA,0.023757054
8IY28V3C,0.32431695
9VP2GAHB,0.052154858
GSUOHUBI,0.106122606
KFZHAJUW,0.07600608
AMW84MVB,0.029880065
2ONDRHUH,0.049510125
7NMTYVIZ,0.30471647
MFMSZRXA,0.20206907
CBS7ZICZ,0.35257077
JUJOFJ8F,0.2981484
CMELAVVK,0.3332906
AEFQCWA7,0.1362834
XVBF96BF,0.07716485
MPT36JPX,0.048912022
RRWLALJX,0.0981155
BPHDWZCO,0.23166418
AUAPVNGB,0.33322316
JNAMPLCV,0.5081245
GMBEV9GV,0.029196993
C6ZV29VB,0.07258477
M7B5XIUX,0.08657795
XBAHZYOY,0.06509401
KYAOXECR,0.81385785
C5E9ONHJ,0.5112377
UWKJ3H6T,0.44941866
BNSBBUHC,0.98901063
CQPF5WIS,0.40052602
DRG2DHAK,0.05595205
HXKYERC2,0.4341579
3OHNT3PM,0.07256891
PD6Y2VTR,0.34409422
V6RRMG2Q,0.09122241
9B3JWVRN,0.019923778
4EQMJAFG,0.059087813
CBVR3C3B,0.45339534
TXN3SE2X,0.2371553
BA37ZHCC,0.54832554
BYASB49U,0.2336202
G3CKBRXW,0.060696796
XL7TGZN9,0.29789695
JLHXCX9W,0.2793676
JYC3BGGL,0.17473927
ICCXUOJZ,0.27785414
AQVSXPNY,0.87922174
DATXXFXQ,0.215063
XN98A8GA,0.5084978
XCWWKHUR,0.009912622
KZD7U8WI,0.0753686
JWW4FSEN,0.60271394
KFVGHFWQ,0.99433976
A4L3YLPS,0.05106046
BTTZ4JEW,0.21205042
EGKUFWPG,0.21558103
HW7RBWQZ,0.48935765
2G6FX86Q,0.1729901
KUYC8HCA,0.3674498
IUCZD96Q,0.012307259
2X6HFPKX,0.39483607
4G5ZJ7BT,0.17660752
AKNLVMV4,0.37486207
EEGDVYZH,0.5282555
MWHFVECK,0.25026682
DKM7WZXN,0.06565825
IA7B78ZD,0.3511075
MS3EEULV,0.21912834
ZPXABV3T,0.079905294
RUZRECKP,0.45877197
UDVNHJSM,0.08406532
WHQECCCK,0.22132127
UZH7GPFO,0.06436288
HD5EVWLC,0.3803157
EFDJXQAA,0.06610914
B8C4V7NK,0.19925836
NDL5AYRI,0.14993475
J7SWQU6D,0.047667954
UWFXPHBC,0.49245626
C5ZDSLLM,0.457403
MPMKDSH5,0.058135238
EUFIW7QR,0.2393852
ZK49XRWA,0.23189965
JP9SHAQC,0.07737508
BVMFC28P,0.5268223
HZGXQ6UV,0.07281338
NH2YVM5F,0.5952929
PDBJIPEP,0.54497886
Z2C3JGHK,0.028645888
KZUAWRXP,0.29051647
UUAQKXU9,0.34058976
J4YRS2HG,0.034879316
JVWJV4QY,0.0708218
EHNRBO85,0.39849642
MTAP2SEH,0.02941788
WEV3WQUP,0.28176183
Q4OICL45,0.24945375
YRAPFBTZ,0.7612939
AVAUPWLP,0.037641797
ZGKJANSJ,0.05284018
HT5DQBAR,0.017801097
YXIV9FS2,0.05038469
FSOYLWYG,0.11723061
RTBFNS9D,0.47446787
JCTFV7VI,0.16860119
WZCCNQQK,0.06651054
NMNREJNU,0.27927336
KIC67JEH,0.39560112
5UCRA6NM,0.10926047
DBNABRRJ,0.082483165
XELQ3Z2F,0.18637243
IXCHGLSZ,0.4075816
OUEUJZ7G,0.3049181
FAXQR5YC,0.36390883
MSV3VXQP,0.52920336
AFKG5VT3,0.3717548
3BXT9XDG,0.19201608
OJUVNFIC,0.3362058
FQX2JKFO,0.10166574
G8SUGPZC,0.12728268
6R4NL3US,0.19792354
8JXPMM7J,0.286205
PKP6QKKK,0.057357375
RFGRJD9M,0.30585897
7QYWDHLD,0.057224967
8X2YRBSP,0.29800627
CUTQCTAV,0.031546604
8MJRSQLI,0.46772534
MHVAJDPZ,0.6283834
MSYJNB36,0.059127536
Q7QFYS2Y,0.14297184
GUK5SJAG,0.085561305
GZGHZ6B4,0.19229819
QYZFXI4N,0.48009583
NPQJMK7W,0.08244577
L8TZAQKE,0.0150078945
Y82ZGGBZ,0.52309245
GLXOAC5F,0.07181566
AJZ7TCIF,0.24539907
JGZQSBUY,0.06733815
5CSUF7YM,0.33608896
HVJUDYYS,0.54560614
7RUKTHG5,0.6880593
2JXR8J8K,0.15716797
A83TPPKX,0.11830489
C2BFVK3B,0.1238792
ASFV7ZUB,0.5728786
74GNQSBK,0.08359026
VUPKT2DT,0.32975736
ZHA3H8KM,0.4785704
QAETUV3X,0.32529265
7AAKEHGE,0.096035175
MJ8UDYWN,0.014775818
EYXYHVV4,0.4052546
VSNEJHBG,0.5746944
JEVHODHG,0.35111952
KWZ5ZHXY,0.1371535
AWM5V9D6,0.17815624
5XJWWWED,0.34500456
KSWCTWDA,0.4376664
SHBXG9CM,0.29008922
XP2EP4I6,0.3181076
J9XQ6CKI,0.27794352
PJ4KSEVV,0.26328453
HARQRPCU,0.10079462
XJLSFW9B,0.55499417
MS926XBM,0.3622534
DESFFFPW,0.4021595
PBHYCGOA,0.24651872
KTHK4N9F,0.07538076
NNGH8TQU,0.04789817
D4LSHUKT,0.0782995
SBTBFFDT,0.18075486
8P42AVGR,0.562595
HUZ9THUY,0.31140533
YNZ5R4RT,0.09693096
GY3GETHR,0.081290804
N2V7KUDB,0.12808701
ZNECBSND,0.07693751
QMLEDBV5,0.055526078
VC2SQHDQ,0.1242045
CUSKND5X,0.14632617
MPUGMC3L,0.34467462
ICIHGZ7E,0.60338634
NP4Q82KG,0.40500838
FFXV6TCS,0.30763924
5DEMPXZE,0.4432732
FDQC6RQD,0.5250469
AQB48S5G,0.077444784
G2IVARSB,0.3757525
PSVXMJDE,0.38139653
SKUSIUTS,0.44220707
9GFWUBJ4,0.055449545
MHEO5MAD,0.11272613
DSGA6MQB,0.0778417
ATLHGKIB,0.05599426
ASMLZYJU,0.22852503
GKQXXA6T,0.18289326
YK9GJKLN,0.13077344
AEDCWUUM,0.54574037
UQFDYIZV,0.03472132
ATXPHTRZ,0.12747532
F536CNVQ,0.5682035
2BKZEG6X,0.06575737
CHJUCNKU,0.36074877
QEFDJGGB,0.32156155
PJDGY7KV,0.3384422
HXK8AVNN,0.50761455
GP3KPD9X,0.12758604
SHXVR2TY,0.089426585
MSXQE8ZM,0.3297302
5CGHTWTB,0.3884024
9TJQHM7S,0.1980139
6K3LEH4E,0.024389982
7BYTJXSU,0.27342126
E9VZX7UE,0.20635353
DNFBGD7Q,0.4183765
XZZUHEUK,0.30848485
MJGUPYFV,0.1698782
BM4LDLU7,0.20198068
ETEE2RHH,0.17140315
FFB3BUTE,0.03674199
MUZF8Z6E,0.2833832
MOEKCPGT,0.22783667
E3QSZ38M,0.051263142
S4VPMDY4,0.16466945
MKJ8F3HD,0.09184818
6G6XWBWC,0.1901154
C3VCYURG,0.061503116
UYAPW9BI,0.045389313
MBYUCPGB,0.39968637
VT9NN8WQ,0.18440066
GFWQDKGS,0.026163775
CRYQ8K2Y,0.12749037
46SGDRUL,0.27361727
JCZAHSQP,0.06778922
PCEUC7CW,0.14646907
RTE6EGPV,0.28646633
QUXCFDWD,0.4758157
GFCICEUS,0.093853936
SASGDRRW,0.122478396
MU2SYBQE,0.12110376
GWL5UGRE,0.026764419
SJG38CYQ,0.6104327
QWPPHJHE,0.44258624
AJSBHO4Q,0.0663487
GRCWWYAK,0.13860002
KKVX6FGG,0.024453688
2KOF4ETG,0.14139506
EGQWMQJN,0.412285
NSS6VETH,0.06530334
INK2KFAS,0.10409967
HEONTDFT,0.1657877
2QNBQAOZ,0.04869077
NWUMNSBB,0.5107209
DZD7EMCA,0.0945563
NWXZN9NM,0.06496176
NHFUZ6CS,0.058077693
MRWH83XO,0.06697202
26G7MEDX,0.5144295
PJTEBE5T,0.16654222
KDDRRWKY,0.07090375
B7M2ZB7K,0.11132508
JUQBZFXV,0.047938175
HSGNBPGQ,0.07301836
AEK8S8KM,0.057548985
DEA4LIZ6,0.5069929
BVGR6VWY,0.08006079
OJV6C9HC,0.43914467
9YNARF9E,0.16267681
PSDBR5CG,0.11461157
KKJYSSJV,0.05935228
VNY95DPG,0.042287074
SV8ACEWK,0.053337898
KUSOV7BF,0.08186886
NUOQTVC4,0.13170438
GWMRYDOO,0.13774213
B856Z4G2,0.50144845
5AWKHGFB,0.053134646
RBDOJ9ZA,0.20813532
FTY3UWU5,0.05949539
DUS9QUML,0.07102898
HQSRFCDS,0.35876885
FJRWF5AQ,0.09668953
VUJNSDKS,0.43835077
DAUHTGVR,0.15991545
G2P9MHMN,0.4992476
7HIRJPAA,0.4028742
4QDU3TRZ,0.31221786
XVN2AUIZ,0.09464869
ZM57TDF5,0.06672237
C97KGYHS,0.03941274
AMACOMPP,0.088218495
EWTHPOJH,0.23775832
FQC5QTS9,0.035811108
GHGR4V7U,0.3080795
CXYC8WNC,0.15105091
YNUNSDHS,0.08501625
KKGUAKY9,0.04429308
PC9MZQES,0.050354242
OPCQU9CD,0.12779023
JVA4JRXH,0.06701387
4HKYPKCJ,0.60236114
WZTMZH4V,0.074276686
BPKAU4PS,0.42088714
TJQKZ5HF,0.87722737
LZDOGHUY,0.18256444
ESPQVCS8,0.032620918
D2IAG5VD,0.14850491
D6HQVFKP,0.14420815
ETDSQLCZ,0.48810762
4OLSVQFK,0.06645177
KAUWJ5LO,0.03885974
HCYIW3SZ,0.38801825
DA49NJ7Z,0.65359765
QU8SCHXZ,0.9882045
E6SYTZ8X,0.15847054
EWIQS4WD,0.9984382
DFYOLKFR,0.19469598
NRXJJOIT,0.3330177
8XHXGOAW,0.45254683
SUVRDFPA,0.5529821
DZODEX6E,0.66286933
MFREVPLE,0.19357193
M3FTHGZM,0.21911128
NVRB5VT2,0.05746778
JKJNNIPU,0.99554235
VBGMDMED,0.19080727
2CKUIUM6,0.30657244
GNLZY5XH,0.48270234
YYYALMQF,0.03811083
4GO4M9RS,0.097792804
8IISOQFJ,0.36157057
9XMYJLHH,0.07665067
F4TOVIX8,0.017298538
MHHQHJUK,0.1600811
VGKLYP7E,0.26847985
QHVIVVHR,0.27106154
CNW8T33X,0.14372604
FVPRMUCJ,0.5437296
HZ8XTFWE,0.081028216
CDOBXES8,0.05845525
VKUQPKW7,0.16272822
8CZ63KRX,0.044353087
SLFDJTBS,0.027555136
KLM9BDSM,0.06933443
8HMMQAFO,0.06330391
XVJW9UTR,0.021764643
CJB4DQKI,0.90719116
3X2QPPT5,0.09438603
LXXVYRZY,0.06741363
PT9HW2J9,0.545753
CSQDZUDU,0.43348956
AE7KYFP2,0.03796502
KNUPRCUA,0.2960174
QDBQQOM7,0.23495941
F3DXMYBG,0.04750676
H5ADQSML,0.37724447
ZSWTCMJX,0.583986
B86ANFU7,0.15343553
FKWNMXLY,0.26851976
CH6WNXLY,0.047353547
2HNAIPLZ,0.059329323
NNCBJJJD,0.17991498
MNYYT7OH,0.031861555
3DMBSDGH,0.08355776
UYFPKCYA,0.08915858
IPUCMDZP,0.23492637
HVVPSUJ5,0.06324124
FHANQFPJ,0.98448193
8BDMVQOW,0.39539164
C6E8PAMI,0.2001914
4BK8G34Q,0.20716228
B5QCBVGX,0.20581856
GGNZXWMQ,0.37276512
D8DVPQ4C,0.4373803
LS6ITCFK,0.4891258
53WXGOVD,0.1834187
GKKQKSVB,0.30043426
CFENQ9QH,0.073149234
CIZQTWHM,0.08983278
RKABNKVD,0.07453426
4NQPQNRY,0.1626602
ONM4RSTR,0.08635304
VHSFTIZH,0.33778632
ILMWZ9RF,0.773082
PBKPAXVK,0.4658165
UJCDQ9XU,0.029542398
CEISZUUA,0.12686315
9MBHG4D8,0.38025397
HTN56YFA,0.6204131
AW9YS3KV,0.25353703
XMYZFAG4,0.044313755
8KXPTOSW,0.31178117
BDZHZYKA,0.07622572
OPAYVF75,0.12385481
KJYEUQI9,0.35926434
ANVHJVYV,0.042778652
UYM5JTEJ,0.096490465
ROGPJATK,0.4087623
QAIPGZ7Y,0.51231617
LTOWWVZG,0.074020796
HIRTSP8F,0.055421297
JZDVRAML,0.054887526
CGUEG7QI,0.03401955
77VP8HZN,0.14415777
YRMCJMOS,0.3535764
DBAXNZ5S,0.4784212
RFATKCZQ,0.05448173
4ZQA3K2N,0.070967756
CEDHD4WF,0.051230695
JSYAEWHY,0.06336271
M6TWMHC5,0.42669854
AGOQI7AJ,0.26162454
ERNUUSR8,0.13477562
JZ2XRT2T,0.18195459
F9KNEVCY,0.4021523
7EHYTFSQ,0.996763
6JOMYBYD,0.23757589
D4JECBB2,0.39902118
HYA7DMYO,0.2237449
EAFAGBRV,0.19003741
CTYQDCX6,0.06786707
AGXM4FZZ,0.065522894
EEYHSJTH,0.9984322
LG5GW4U4,0.065812826
UTBYAIN9,0.02859893
UH7XKHUT,0.2157173
BBKHNCQP,0.002570323
IMPDRGMF,0.47116762
ESM9PL5C,0.093760215
KGWMS6KX,0.30530465
BE9DRSLQ,0.022657238
GWOUZHMH,0.06022488
DUQXZRNN,0.19918168
QEGPY5BR,0.051485837
AGCC6NJH,0.27245376
CTAOFY5W,0.07147798
MTRUO8HZ,0.20331895
H6VG4LYW,0.15583985
2QZNWEHO,0.06005594
F3FGNFDG,0.49719402
MQJD6BTY,0.05729799
EAFYFYRZ,0.11094945
2UJUZFMH,0.16255374
54XLAEKX,0.12232297
C6DCIXHB,0.03585404
MJT8JTUV,0.060187995
VJGVWEAY,0.23827583
NUMTZOJS,0.29317862
MFCINHCP,0.24596497
FJH78YEP,0.41078666
WRFSSNR2,0.08394354
KYKI98QT,0.4356634
KXSZHVMC,0.040840812
4SJOPGRK,0.6327552
QKJN4AND,0.37571725
SHCFBKQH,0.06289029
GDS3CRIX,0.9180294
CFXNFHKG,0.9944653
LCQJXPXV,0.99520665
7AU73R3W,0.2980434
5PXTSYNM,0.23601575
TQXC45PB,0.13308859
PKVLIHQE,0.4632959
4KORSQBX,0.05502
